Name,Rating,Review,ZeroShotSentiment
No Name,4.0,"did not expect to love it, got persuaded by a friend to see it.   some of it i found kinda gruesome and hard to watch but overall i really enjoyed it and i love furiosa.",positive
No Name,5.0,"arguably, the greatest action movie ever made. the movie is full throttle from start to finish. it never gets boring and leaves you wanting even more. a must see.",positive
No Name,5.0,"a perfect action film. great cast, practical effects, not too long, intense and memorable scenes, and just enough story to glue it together. don't bother with furiosa, it's a cheap imitation of this film.",positive
No Name,4.5,fury road perfectly captures the harsh and epic nature of the franchise while also introducing the most gorgeous portrayal of australia to date.,positive
No Name,5.0,"an action masterpiece. easy must watch if you enjoy the mad max universe/saga and some good ol' action. sure, not having mel gibson as max is sad, but tom hardy really delivers. talking about delivering, charlize as furiosa is *chef's kiss*. solid story, great acting and awesome action scenes!  10/10 action movie. watched many times.",positive
No Name,4.5,"great movie! i have no clue how they tie into the original three with mel gibson, but great action and story. i could do without the guitar guy though lol",positive
No Name,5.0,"not perfect but what would perfection be in an apocalyptic setting?  as far as action movies go, nothing remotely compares to this. a remarkable piece of art depicting the best and worst of the animal human.",negative
No Name,5.0,a mondern classic.,positive
No Name,5.0,"if you’re a fan of the franchise or new to the series, this film is a great experience that stands out as one of the best action films i’ve seen in a long time.",positive
No Name,2.0,"i dont really know why people likes mad max that much. actors and animators did really great job, but um, the director should have contributed a little more to the film's script, because its a : escape-fight-drive-escape-fight-drive pattern, nothing more. i got bored halfway through the movie. bored in the action movie...",negative
No Name,5.0,"wow. great dip into mad max present day, fleshed out. did such a great job with all of the elements. edge of your seat action the entire film. sometimes there is so much going on you feel like at a grand finale of fireworks.",positive
No Name,5.0,mad max en su más pura escencia!!!,positive
No Name,5.0,"this movie really is perfect. the pacing is amazing, the action is perfect, costumes, cinematography, literally everything. it’s very gory & gross but amazing nonetheless. both tom and charlize couldn’t be any sexier in this, and they both give a perfect performance. i don’t particularly love action movies but this is one of my favorite movies of any genre. i just can’t recommend this enough.",positive
No Name,4.0,"good, but only a spinoff.",positive
No Name,5.0,"wow. this movie is amazing. its very different to what you expect from the mad max franchise. but then compare mad max 1 with 2. tom hardy does a great job, even with very little to say. charlize theron really does lead this movie. this movie does a great job at setting up a new universe. fast paced non stop entertainment. love it",positive
No Name,5.0,"the finest movie you ever made, one that i’ve been waiting for for three decades or more.  the grand master didn’t let us down with this forever creation.  tom hardy was divine, one couldn’t ask for more from him.",positive
No Name,5.0,the order of the novel is surprising,negative
No Name,5.0,"one of the hardests things to do in cinema is tell a story without using words... and gosh, this one knows how to tell a tale. two action scenes of 1 hour glued together with a 10 min break. cannot recommend enough",positive
No Name,4.0,"eventhough it sometimes felt it kind of dragged, i was pleasently surprised. i thought it was gonna be another marvel type movies with the same type jokes and dialogue, but it was quite good!",positive
No Name,4.5,intence action you really can feel thespeed o the cars,neutral
No Name,1.5,"while i have a lot of admiration for tom hardy, even his talent can't save this one for me.  the movie feels like a relentless series of glorified action scenes that fail to establish any emotional connection.  the plot is almost non-existent, essentially boiling down to a prolonged chase for two-thirds of the film, only to reverse course and head back for the final act.  despite the visually stunning spectacle and high-octane energy, the lack of a deeper narrative or character development leaves the experience feeling hollow and unsatisfying. the film's emphasis on action over substance ultimately detracts from its potential to be a truly memorable entry in the franchise.",negative
No Name,5.0,this is still one of the best action movies i've ever seen! 2 hours of exhilarating action and practical stunts with phenomenal performances from everyone.   you must witness it!,positive
No Name,5.0,hands down the very best action movie ever made in the entire history of cinema.,positive
No Name,0.5,it's just action. no scenario. nothing to think about. it's not worth its rating.,negative
No Name,5.0,"an action movie opus. ""witness!""",positive
No Name,5.0,amazing! brazil loved it!,positive
No Name,1.0,"i saw it at the theater and walked out, i don’t walk out of many movies but it is simply terrible, not entertaining and i was bored.  i like charlize theron but it sucked.  by the way, i sat through the ending later because i had to see if it had a happy ending and it did, but it didn’t help, still was terrible!",negative
No Name,5.0,melhor filme de ação dos últimos anos. ele e john wicky mas em termos de dimensão mad max é sem dúvida o melhor 🤩,positive
No Name,3.5,"it was a novelty, now a classic",positive
No Name,5.0,"honestly one of the only movies i think that completely outshines the originals. as awesome as they were at the time, they missed the absolute mayhem and carnage we are shown in the masterclass of effects. obviously the time they were made plays a huge part, but this movie i believe just has better overall writing and characters. it is a must watch and each time i watch it i’m thoroughly in awe in what the team was able to accomplish in making this masterpiece",positive
No Name,5.0,absolutely unbelievable! complete insanity from start to finish. maybe the greatest action scenes ever made with indescribable set design & cinematography. the world building is captivating. themes of oppression impact emotionally.,positive
No Name,5.0,they should make a mad max movie without mad max.  i would totally pretend to care about it.,negative
No Name,4.5,"really enjoyed this movie! one of the best action movies for sure. i understand that some may find this weird, but if you really look at it then you'll also find its brilliance in the world building and plot. it's pretty incredible that this movie actually has a well formed plot considering it's pure non-stop action throughout the entirety of the movie. acting: 10/10. story: 10/10. character development: 8.5/10. action: 10/10. in my opinion this is a solid 9/10.",positive
No Name,3.5,"recently watched this again. great story-telling, character development is pretty great.   however, this harkened the departure from the character of max. until the second act he is really just a footnote, literally called ""blood bag"". his entrance as a main character is impressive, which to the quality writing and editing.",positive
No Name,5.0,new classic. best action movie ever.,positive
No Name,5.0,the greatest car/action film ever made.,positive
No Name,5.0,"no other movie like it, except the old ones. the only problem i had after watching was that i wanted more tom hardy. the themes are risks that pay off. camera angles always being in the center, to the music being played by the villains. stupendous! 5/5",positive
No Name,3.0,not bad it was okay..,neutral
No Name,4.0,8.5/10  that's it. that's my review.,positive
No Name,5.0,"wow. just wow. a non-stop thrill ride from beginning to end. well produced, acted and directed. my favourite film.",positive
No Name,1.0,"the film can be summarized as follows: a group rebels at point a and tries to find refuge at point b. pursued by angry individuals from point a, they encounter hostility along the way. reaching point b, they are disappointed and decide to return to point a, facing the same adversaries again. the film is filled with excessive action and meaningless stunts, making it monotonous and repetitive. save your time.",negative
No Name,5.0,"can't get tired of this movie! i have watched more than a dozen times and will watch many more. don't get fooled by the length of it, the action and characters will keep you entertained for the whole 3 hours. so good!",positive
No Name,5.0,perfect action film. very exciting.,positive
No Name,3.0,"madness, redemption and octane. commendable drive for what would be something that isnt. lots of practical effects and action to distract you of the lack of character buildup",positive
No Name,5.0,more films like this please!,positive
No Name,4.5,"action packed and beautiful piece of art. you can tell a story not only with words , and thats what this movie does , similar to max who doesn't speak much and yet says a lot, so does the movie with the stunning visuals and hidden meanings.",positive
No Name,5.0,utter. master. piece.,negative
No Name,5.0,absolutely great rollercoaster ride from start to finish.,positive
No Name,5.0,one of my all time favorites right here!,positive
No Name,5.0,"surprisingly, this turned out to be  the best mad max movie of them all.",positive
No Name,5.0,so good i saw it twice.,positive
No Name,5.0,super cinematic. the whole movie is a chase but it's done very well even when the pacing slows down a lil bit. great storytelling. you could mute the whole movie and still visually follow the story,positive
No Name,5.0,i have matched this movie dozens of times. i was hooked by the first three movies and awaited this movie with baited breath. i was not disappointed.,positive
No Name,5.0,visually stunning and unique.  great choice of actors. great soundtrack. will watch again and again.  if there is a definition of what apocalyptic movie should be.,positive
No Name,2.0,if santa claus brother had a harem? this movie just sucks it's like someone said tell me the last 15 minutes of road warrior and made this movie out of that description but instead of a gas shortage it's a water shortage.,negative
No Name,5.0,"the greatest film of the century hands-down,what else is there to say?",positive
No Name,5.0,"this is absolutely my favorite movie of all time. it wastes no time getting to what makes movies great. epic action,unique and creative world building, and it does a great job reflecting mankind in its most basic nature of savagery and survival. this film makes a mythology of characters who are all doomed regardless of their efforts, yet gives the audience a sense of hope against all odds through the most impossible of circumstances. this movie has a great music score and memorable imagery including the wonderful use of practical effects and the ingenuity of the iconic custom vehicles made for it. truly one of a kind.",positive
No Name,5.0,masterpiece!!! best action film,positive
No Name,0.5,i hated this film so much that i went back and watched all the previous max mad films and then returned. it's still unwatchable. utter rubbish.,negative
No Name,1.0,"don’t understand why this movie was rated so highly. yes, the visuals are amazing but that’s as far as it goes. the infantile script and low grade acting are set against mismatched, grandiose music.",negative
No Name,5.0,one of the greatest movies of all time.,positive
No Name,3.5,enjoyable.. not as good as previous mad max entries but still enjoyable enough for hard core fans. if you're going to go i think it is better to spend the extra money for imax.,positive
No Name,5.0,"a modern action masterpiece that strikes all the right chords and rocks all the right riffs. a few unnecessary gross-out moments aside, this is arguably as good as any 2000’s action movie has been, holding the title without a challenger in sight. witness it!",positive
No Name,5.0,everything about this movie is amazing,positive
No Name,4.5,fantastic action and cinematography. my only criticism is that mel gibson wasn't max.,negative
No Name,0.5,"what the hell was everyone else watching that this movie was so popular? the visuals and audio were great, but the characters and plot were unbelievably bad. no, i really mean that. watch the movie again and try to imagine any actual human being being so unbelievably idiotic as the characters in this movie. ""hey, we just escaped the bad guys by the narrowest of narrow margins. what should we do with our newfound freedom? i know, let's go back so we can do another 20 minute action montage!""  for the love of all that is holy, this was a massive insult to the first two actual mad max films. it firmly belongs in a category with thunderdome.",negative
No Name,5.0,pure octane high adrenaline spectacle. it's like doing drugs without the withdrawal but all of the addiction! witness meeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee!!,positive
No Name,5.0,one of the greatest action films ever made.,positive
No Name,5.0,simply one of the best action movies (or any kind of movie) ever made.,positive
No Name,5.0,best action movie ever made. i’ve seen this movie 10+ times and it never gets old. there is not even a dull millisecond in this film. it is exhilarating and action packed from beginning to end. there is nothing else like it.,positive
No Name,5.0,love this word and miller is amazing as making it feel so real,positive
No Name,5.0,this film is nothing short of brilliant. a top 10 of all time (i will die on that hill)!,positive
No Name,3.0,i'm just not getting it (unfortunately). everyone's raving about this. over the years i've watched it twice. and came away disappointed twice.,negative
No Name,5.0,great move was blast! will watch again,positive
No Name,5.0,loved the commentary and the world that was imagined what astonishing,positive
No Name,4.5,i have to say i was pleasantly surprised well done prequel i enjoyed the acting good storyline nothing negative to say,positive
No Name,5.0,amazing action film. definitely an improvement for the franchise. wanted to purchase it right after watching at the theater.,positive
No Name,4.0,"an amazing action film, some of the best looking action scenes i’ve ever witnessed.",positive
No Name,3.0,"great cast, great action. ct is too pretty and soft to be the menace that i believe she is supposed to be. th has no connection to the mg character except his name. in many ways, this movie barrows the mm-tm just for marketing. an enjoyable 2-hour car chase, but definitely an oddity.",positive
No Name,5.0,this is what i call an epic in action cinema.,positive
No Name,1.0,i must have watched a different movie than everyone else. i can’t even express how stupid this movie is from start to finish,negative
No Name,5.0,the greatest action movie ever made not only does it have some of the best action ever but it also has deep and emotional moments this movie is just plain sick it makes me wanna go past the speed limit while playing eminem or heavy metal also my favorite part was the scene where mad max battles the guitar guy,positive
No Name,5.0,one of the best action movies i’ve ever seen,positive
No Name,5.0,one of the best action movies ever!!,positive
No Name,5.0,"the tippy top of all action flicks.the visuals,sound,editing,acting are all perfect.this movie delivers in every way and taunts you with more.10/10 movie.",positive
No Name,5.0,this is all you want from a movie call mad max,negative
No Name,4.5,"this movie is one of the best i've seen in years, loved every piece of it! not to mention the chasing scene with the brother in arms playing, that sequence was epic",positive
No Name,5.0,"i have never seen a film light my innocent eyes up with flames like this before. it changed my whole world. there is a distinctly animal instinct we all share, and this film lets this beast free. i can't believe how intricately destructive this film is to a sense of modern civility. perhaps that is what it truly is to be mad, to live the way we do. for, we are all in this world just as mad as max, and thank goodness for that. for now, i'm increadibly grateful we've got our regular old joe leading our insane country in 2024, and not immortan joe. beholding this film makes me incredibly grateful for a lot of things, and scares my darkest and far-reaching fears and nightmares away. for that, i can't thank george miller and his entire crew enough.",positive
No Name,5.0,"it gets better every time i watch it. awesome action scenes and perfect direction, music and cinematography",positive
No Name,3.0,"can we admit how vastly overrated this film is? its fine but no more than that. yes it looks very pretty and yes theres good action and designwork going on, but that all there is. the cast are chewing the scenery more than in a hammer horror and the characters and stpry are as deep and nuanced as a small puddle.",negative
No Name,5.0,"i love this movie, production, set and acting is amazing",positive
No Name,5.0,"pedal to the metal. fantastic. when i first saw this in a cinema, the audience applauded at the end of the first 20 minutes which was kind of rare and astonishing",positive
No Name,5.0,absolutely incredible of a film. definitely in my top 20 movies of all time,positive
No Name,5.0,one of my top 5 movies of all time!!! -211s,positive
No Name,4.5,an absolutely thrill ride and a definite must watch!,positive
No Name,5.0,"a superb continuation/semi-reboot of the post-apocalyptic mad max saga...and this one is truly masterful. incredible acting, a gritty storyline and the most colorful characters we've yet seen in the series. this story sees familiar tropes from the previous movies, but builds world that has moved on far beyond the blasted landscape of the original trilogy. this movie cannot be missed.",positive
No Name,5.0,best looking 4k uhd blu ray i have. action sequences are greatest of all time.,positive
No Name,5.0,don't mind me just excitedly witnessing in preparation for next week.,positive
No Name,5.0,"the unrivaled stunts, cinematography and still holds up on the rewatch before getting tickets for the latest installment. brilliant movie and performances!",positive
No Name,3.5,"it was shot beautifully, tom hardy's acting wasn't the best.",positive
No Name,5.0,yeeeeeeeesssssss!!!!!!!!!!!! banger ass movie filled with non stop action!!!!! love it!!!!!!,positive
No Name,2.0,"there's like no dialogue, it's like watching an mtv music video, just one huge chase through the wasteland with music and little character development. contrast this mess to the older mel gibson mad max movies that actually had a story and deeper characters!  the cinematography is beautiful, eye catching, the action is on point too, but it's a huge disappointment if you want anything of substance. this is more like an eye candy type of movie, something just to show off a new tv's capabilities.",negative
No Name,1.0,"what a wild movie that is absolutely amazi....dumb. haha, i just did not get this movie at all. it feels like the director was high when he filmed this. felt incoherent and pointless.",negative
No Name,5.0,'we're going to the green place!',positive
No Name,1.0,"terrible cgi, was theron actually in the desert at all? looks like bad studio lighting all the way through and the  cheapest cgi effects ever made. why is no one mentioning this?",negative
No Name,5.0,"one love, one shot... give it all you've got. the perfect action movie. for a 2hr car chase, i'm not sure anything comes close. watch at half speed to lengthen/double your enjoyment. if you think my rating is wrong, you're right,... and by right, i meant wrong.",negative
No Name,5.0,tom hardy te hace recordar a medgizon la actuación del actor como max es increíble la historia es muy buena tiene mucha acción,positive
No Name,5.0,"pulse-pounding and viscerally unforgiving, george miller's undeniable masterpiece is as rich narratively as it is visually. truly a modern classic in every sense of the word.",positive
No Name,5.0,"absolute gleeful fun in the most unhinged way, ""mad max: fury road"" stands as one of, if not the absolute best, action movie made to date.",positive
No Name,5.0,"must watch!!  this is a strong female lead of the year. too bad it was over shadowed by ww.  fun, intense, edge of your seat action movie furiosa is truly a warrior!!",positive
No Name,4.5,"""mad max: fury road"" é possivelmente o melhor filme da franquia até então, conseguindo trazer de volta a ação frenética do segundo filme e possuindo uma história cativante (como o terceiro). é também bastante interessante ver como o tom hardy consegue manter a essência de uma personagem tão icónica ao mesmo tempo que a torna uma personagem sua. belos visuais, cenas de ação e um elenco invejável fazem deste filme um dos melhores do género.",positive
No Name,5.0,the film with the most beautiful photography i have ever seen. the film doesn't give many explanations about the characters but you still manage to identify with that character. the film has some crazy settings. the villain manages to steal the show when he appears,positive
No Name,5.0,"witness this intense and action packed battle on the road for home! as the imperator furiosa defies the oppressive immortan joe by stealing his wives and his war rig, she joins forces with the drifter max rockatansky to fight off joe's war-boys in order to return to the green place. an epic in so many ways, we are thrown into a brutal, desert wasteland of violence and war, with a memorable cast of characters making it epic!",positive
No Name,5.0,"future belongs to the mad but not sure if the prequel furiosa: a mad max saga will belong anywhere, a sequel surely could be.",positive
No Name,4.5,"this movie deserves everything that's been said. it has good characters but the action is more important. 2 hours of amazing action and car design, a nonstop car chase sound bad but man is it fun.",positive
No Name,5.0,absolutely stunning work of filmmaking. and even better in 3d!,positive
No Name,5.0,"a modern classic, and a milestone in cinema history.",positive
No Name,4.0,"incredible in every way. the setting, the practical effects and almost no use of cgi, except for furiosa's arm, the violence, the costumes and the design of the vehicles are amazing. highly recommended",positive
No Name,5.0,"damn, you're the most perfect action for them you can make for its purpose very entertaining and amazing action sequences, it left me wanting more, which means it did its job",positive
No Name,5.0,"yep this lived up to the hype, seriously one of the best action movies i have ever seen",positive
No Name,5.0,"an awesome movie with awesome action, awesome characters and awesome special effects. all out, it's an awesome movie. did i mention it's awesome?",positive
No Name,4.5,stunning visuals and costume design.,positive
No Name,5.0,my favorite action film,positive
No Name,5.0,"mad max fury road is a spectacle in many aspects,despite not having a wonderful story, its chase scenes and its frenetic pace give the film a special touch, technically speaking the film is spectacular,beautiful in every way, in my opinion a truly splendid film.",positive
No Name,5.0,it's brilliant! not stop action!,positive
No Name,0.5,"utter cringe inducing garbage. saw it with 4 friends, and we all thought the same. these reviews are mind boggling",negative
No Name,2.0,only thing that makes the film respectable to this rating is due to the stunts all being done by the actors. apart from that i can name at least 10 action films to better spend 1.5 hours of your time.,negative
No Name,4.5,really awesome movie. usually i am not too much in action-centric movies but this one really nailed it.,positive
No Name,5.0,one of my favorite films. this movie was great from start to finish. worth watching over and over.,positive
No Name,4.5,very good movie full of chaos and acton. recommended watch,positive
No Name,5.0,unreal movie. amazing cinematography and action the entire movie. needs to be watched with a loud sound system and big tv. 10/10,positive
No Name,5.0,"the film had to be watched full volume on a bose sound system. the story, acting, music and because it was filmed mostly by stunts it was spectacular",positive
No Name,5.0,"the absolute peak of the action genre, up there in the 1st place alongside rambo first blood and die hard. a modern masterpiece in all senses.",positive
No Name,4.5,"""welcome to the apocalypse. i hope u like leather.""",negative
No Name,5.0,"a perfect movie and far-and-away the best action of the decade. so many original characters with underrated arcs, all the more impressive with lack of dialogue and short runtime. the awards speak for themselves when it comes to the editing and visual effects. well worth the 37 year wait!",positive
No Name,1.0,worse then thunderdome.  i watched when it came out and didn't like it.  all this time later i keep seeing reviews on how great it is. so i watched it again over the weekend.  still don't see to merit the strong reviews.  they should have ended with road warrior.,negative
No Name,4.5,the type of film you can just unplug your brain and enjoy the ride.,positive
No Name,0.5,"in the words of anakin skywalker, i don't like sand.",negative
No Name,4.0,"visually stunning and well acted, mad max: fury road proves that hope can lie at the end of the difficult roads we most often travel.",positive
No Name,4.5,"this is a great story in the mad max universe. charleze theron shows she's willing to push her acting skills to the max, and portrays the heroine in a superb fashion. hardy is equally as fantastic. respecting the rather dull scenery while applauding the cinematography, it is what it is ... post-apocalypse world with everything going to hell.",positive
No Name,5.0,i enjoyed the original mad max trilogy and it was very entertaining but nothing compared to this one. it was wall to wall action with no break. i've always liked tom hardy and he's equally compelling in this as mel gibson  it's definitely worth the watch.,positive
No Name,5.0,"absolute goat of a montage, effects, choreography",negative
No Name,5.0,"i like everything in this movie: scenes, music, dynamic !!",positive
No Name,5.0,"this is a story about ""girls help girls"" when these girls said to each other: ""we are not things"" and ""we are not his measure"", i was moved so much!",positive
No Name,5.0,"mad max fury road is one hell of a ride. from beginning to end this film is heart pounding. the action/choreography is fantastic and leaves you with one very big adrenaline rush all due to its fast pace. the pacing was very fast which worked well for this kind of story. then there are the performances which are great. charlize theron, tom hardy, and nicholas hoult where all great in this film with each one of seemingly becoming their characters rather than acting as them. in terms of direction george miller shows off his abilities. miller is amazing at making this steam punk dystopian world come to life. the fact that most of the visuals are made via practical effects is crazy. to add onto this, the cinematography and colors are great as well. mad max fury road is very fine filmmaking.  with all that being said i do find flaws in this film. the characters are pretty bland. the film is mostly fast paced however it does slow down at certain points to focus on it's characters. characters like furiosa, max, and nux were explored but, they weren't explored enough to make them particularly strong characters. they had the potential and when they were being explored it was great; however, they weren't fully explored/developed which is definitely the film's biggest flaw. the visual effects also looked a bit wacky and poor at times but that is more of a nitpick than an actual flaw.   mad max fury road is from a visual and practical sense phenomenal with great themes and performances; however, it's characters aren't particularly it's strong point. regardless, this is a fantastic film that i'll highly recommend.",positive
No Name,5.0,greatest action movie of all time. no debate,positive
No Name,4.0,"great reboot and a great film for action fans. while i initially didn't care for tom hardy's performance, it kind of grew on me after a second watch. he has very little dialogue but really does seem mad and haunted by his past. i hope the upcoming furiosa movie is similar to this.",positive
No Name,4.5,i liked this so much more that i thought i would.  see it on a big screen. it is beautiful.,positive
No Name,5.0,"tom hardy and charlize theron did a great job with this film, great action, good acting and very entertaining!",positive
No Name,2.5,not really my thing. i found the undercranking (speeding up the frames) annoying and hard to watch. thank you.,negative
No Name,4.5,one of the best action movie in cinema.  breathe-taking third act!  and widely immersive & a thrilling experience.,positive
No Name,5.0,one of the best action movies of all time!!!,positive
No Name,5.0,love it. still a classic,positive
No Name,3.5,"the cinematography in this movie is beautiful. the story, is good. the score is not to bad ether.  over all, it is worth a second watch.",positive
No Name,5.0,"nothing short of a spectacular miracle. it exceeds your expectations on every conceivable level and will likely remain the gold standard for action blockbuster filmmaking for decades to come. that george miller could return to this franchise 30 years later and make a movie that could easily be the best ""mad max"" entry is not something anyone could have anticipated.",positive
No Name,5.0,maybe the greatest chase movie ever made!!!,positive
No Name,5.0,a masterpiece. 🔥🔥🔥🔥🔥,positive
No Name,3.5,definitely has the feel of fallout new vegas for any fallout fans. the cheesy humor in some parts is chef's kiss. it made me feel nostalgia for a time yet to exist in our timeline.,positive
No Name,4.5,"i was indifferent to the original mad max movie, and i remember being disappointed by it on several attempts to watch it, so i wasn't expecting much from this sequel. was i wrong though! this movie is almost non stop action, and the story is both exciting and easy to follow. the special effects are first rate, and i soon became absorbed into the film's world. to be honest, the character's don't have a lot to say, and you mostly pick up the plot from riding with them on their journey. that's not a bad thing in this case, because the film's pace is such that there is no time for the verbose narrative often found in other movies. i highly recommend this movie to everyone who likes action movies because it is one of the best i have seen.",positive
No Name,3.0,this is a test review,negative
No Name,5.0,"all time classic. pretty much everything about this is flawless. the only minor complaints is there isn't much character development with max and dare i say it feels like he's not even the main character at certain points. furiosa is incredible and the best thing in this. she outshines max. also, the fact they go back the way they came makes it feel a little bit like the escape of the first half was pointless to an extent but who cares. this is 2 hours of a straight adrenline rush and the most action packed of the franchise. i will say this is a hair beneath mad max 2 for me because while hardy is really good as max, gibson is better. also, max had more development and focus and while the chases in this are amazing and incredible, the end of the second still i feel is slightly better. however, where the second can be a bit slow in the first half this floors it and never lets up the entire way. it's really just personal taste at that point comparing this and 2. watch it and decide for yourself!",positive
No Name,5.0,"there's an early scene where a metal bard riffs on a flamethrower-guitar for no reason other than that he can; already a highlight. it only gets better from there, and this action-packed romp has loads of great character development to boot. just stellar.",positive
No Name,5.0,absolutely phenomenal movie! amazing action and amazing sound the entire movie!,positive
No Name,5.0,exceeds expectations - surpasses original - award worthy george miller (max has the voice),positive
No Name,5.0,"con todo lo que necesita una película de acción, un excelente guion, escenografía, música, vestuario, actuaciones. una película perfecta 🍅",positive
No Name,5.0,97 % of tomatoes with all the silly fun you need after some hard work,positive
No Name,5.0,"awesome from start to finish.  incredibly high energy, with amazing sfx and action scenes.  you genuinely feel like you're there behind the camera in the car next to them. would watch again and again.",positive
No Name,4.0,"movie is a visual feast (if you're into machines just as i am) although it's fictional feels a very dark look into post climate crisis world, how it can sharpen class differences, sexual discrimination.",negative
No Name,5.0,"um dos melhores filmes que já assisti. a história te envolve e te prende do começo ao fim.  não arriscaria de forma alguma trazer uma sequência a essa refilmagem pra não estragar toda a beleza e adoração que o ""primeiro"" nós faz ter.",positive
No Name,5.0,"cars, blood, action! and so much rock'n roll, i love it! one of best movies of all time",positive
No Name,4.0,although not much seems to happen plot wise the movie still provides some very entertaining action scenes.,positive
